uid,type,title,transcript,languageCode,publicationDate,mediaCode,publicationMonth
indeplux-1926-02-11-a-i0052,ad,Publicité 7 Page 4,,fr,1926-02-11,indeplux,02
indeplux-1913-02-21-a-i0065,ad,Publicité 4 Page 4,,fr,1913-02-21,indeplux,02
indeplux-1921-02-12-a-i0076,ad,Publicité 7 Page 4,,fr,1921-02-12,indeplux,02
indeplux-1925-02-21-b-i0069,ad,Publicité 15 Page 4,,fr,1925-02-21,indeplux,02
indeplux-1926-02-10-b-i0056,ad,Publicité 6 Page 4,,fr,1926-02-10,indeplux,02
indeplux-1929-02-06-a-i0040,ad,Publicité 5 Page 4,,fr,1929-02-06,indeplux,02
indeplux-1931-02-13-a-i0039,ad,Publicité 10 Page 4,,fr,1931-02-13,indeplux,02
luxwort-1922-02-24-b-i0034,ad,Pub. 8 Page 4,,fr,1922-02-24,luxwort,02
tageblatt-1925-01-09-a-i0048,ad,Theätre du Pole-Nord Proprietaire ML,,fr,1925-01-09,tageblatt,01
tageblatt-1928-02-16-a-i0080,ad,PARIS-PALACE Luxembourg CARNAVAL. Café Jean,,fr,1928-02-16,tageblatt,02
indeplux-1913-02-19-a-i0054,ad,Publicité 6 Page 4,,fr,1913-02-19,indeplux,02
indeplux-1923-02-09-a-i0064,ad,Publicité 5 Page 2,,fr,1923-02-09,indeplux,02
indeplux-1924-03-01-a-i0072,ad,Publicité 15 Page 3,,fr,1924-03-01,indeplux,03
luxland-1986-01-03-a-i0086,ad,Publicité 2 Page 20,,fr,1986-01-03,luxland,01
luxland-1987-01-16-a-i0097,ad,Publicité 6 Page 20,,fr,1987-01-16,luxland,01
tageblatt-1922-02-24-a-i0055,ad,~a~ ~a~ ~MW&lt;MM)MWM)&lt;MMM)mMMt''MMt* S^~ T–,,fr,1922-02-24,tageblatt,02
obermosel-1937-02-04-a-i0070,ad,Publicité 12 Page 8,,de,1937-02-04,obermosel,02
obermosel-1938-02-23-a-i0079,ad,Publicité 6 Page 10,,de,1938-02-23,obermosel,02
tageblatt-1948-02-03-a-i0089,ad,cmema moderne Ab heute Dienstag,,de,1948-02-03,tageblatt,02
indeplux-1913-02-01-a-i0072,ad,Publicité 8 Page 4,,fr,1913-02-01,indeplux,02
indeplux-1923-02-10-a-i0079,ad,Publicité 14 Page 4,,fr,1923-02-10,indeplux,02
tageblatt-1934-01-17-a-i0080,ad,RADIO LUXEMBOURG 230 kHz. (1304,,fr,1934-01-17,tageblatt,01
tageblatt-1947-02-14-a-i0090,ad,"MARIVAUX Du vendredi, 14 au",,fr,1947-02-14,tageblatt,02
dunioun-1947-01-22-a-i0100,ad,Publicité 8 Page 6,,fr,1947-01-22,dunioun,01
indeplux-1921-02-04-a-i0039,ad,Publicité 1 Page 2,,fr,1921-02-04,indeplux,02
indeplux-1922-02-22-b-i0054,ad,Publicité 8 Page 4,,fr,1922-02-22,indeplux,02
luxembourg1935-1936-02-17-a-i0096,ad,Publicité 2 Page 3,,fr,1936-02-17,luxembourg1935,02
luxland-1987-01-09-a-i0096,ad,Publicité 4 Page 12,,fr,1987-01-09,luxland,01
luxland-1987-01-23-a-i0090,ad,Publicité 8 Page 10,,fr,1987-01-23,luxland,01
luxwort-1946-03-01-a-i0053,ad,Pub. 8 Page 4,,fr,1946-03-01,luxwort,03
luxwort-1948-01-27-a-i0052,ad,Pub. 7 Page 4,,fr,1948-01-27,luxwort,01
tageblatt-1925-02-21-a-i0078,ad,1825–1925 Es ist eine hundertjMhrige,,fr,1925-02-21,tageblatt,02
indeplux-1927-02-26-a-i0041,ad,Publicité 9 Page 4,,fr,1927-02-26,indeplux,02
indeplux-1929-02-08-a-i0032,ad,Publicité 7 Page 4,,fr,1929-02-08,indeplux,02
indeplux-1911-02-25-a-i0051,ad,Publicité 3 Page 4,,fr,1911-02-25,indeplux,02
luxwort-1946-03-02-a-i0117,ad,Pub. 36 Page 8,,de,1946-03-02,luxwort,03
tageblatt-1935-03-04-a-i0063,ad,Uhr: Aus Tonfilmen. 17.40: Klaviervorträge.,,de,1935-03-04,tageblatt,03
luxembourg1935-1936-02-18-a-i0105,ad,Publicité 5 Page 6,,fr,1936-02-18,luxembourg1935,02
obermosel-1948-02-06-a-i0047,ad,Publicité 4 Page 3,,fr,1948-02-06,obermosel,02
indeplux-1912-03-15-a-i0044,ad,Publicité 1 Page 4,,fr,1912-03-15,indeplux,03
indeplux-1913-02-22-a-i0078,ad,Publicité 6 Page 4,,fr,1913-02-22,indeplux,02
luxwort-1921-02-12-a-i0065,ad,Pub. 12 Page 4,,de,1921-02-12,luxwort,02
luxwort-1947-02-15-a-i0086,ad,Pub. 14 Page 4,,de,1947-02-15,luxwort,02
armeteufel-1909-02-21-a-i0018,ad,Publicité 1 Page 3,,de,1909-02-21,armeteufel,02
indeplux-1907-02-16-a-i0029,ad,Publicité 2 Page 3,,fr,1907-02-16,indeplux,02
tageblatt-1924-03-04-a-i0051,ad,Brasserie Restaurant fflPPET GRANDTIUE LUXEMBOURG.,,de,1924-03-04,tageblatt,03
indeplux-1924-02-28-a-i0055,ad,Publicité 3 Page 3,,fr,1924-02-28,indeplux,02
indeplux-1924-02-29-b-i0030,ad,Publicité 3 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1924-02-28-b-i0056,ad,Publicité 6 Page 3,,fr,1924-02-28,indeplux,02
indeplux-1923-02-09-a-i0062,ad,Publicité 3 Page 1,,fr,1923-02-09,indeplux,02
indeplux-1923-02-08-a-i0071,ad,Publicité 1 Page 1,,fr,1923-02-08,indeplux,02
tageblatt-1938-02-26-a-i0112,ad,II fl N Samedi et,,fr,1938-02-26,tageblatt,02
luxembourg1935-1938-02-26-a-i0101,ad,Publicité 3 Page 3,,fr,1938-02-26,luxembourg1935,02
indeplux-1923-02-10-a-i0069,ad,Publicité 4 Page 1,,fr,1923-02-10,indeplux,02
tageblatt-1926-02-13-a-i0112,ad,"CE SOIR ä 8,30 heures",,fr,1926-02-13,tageblatt,02
luxland-1976-02-20-a-i0104,ad,Publicité 6 Page 10,,fr,1976-02-20,luxland,02
luxwort-1930-03-01-a-i0044,ad,Pub. 19 Page 5,,fr,1930-03-01,luxwort,03
indeplux-1924-03-01-a-i0074,ad,Publicité 17 Page 4,,fr,1924-03-01,indeplux,03
indeplux-1924-03-01-b-i0061,ad,Publicité 18 Page 4,,fr,1924-03-01,indeplux,03
indeplux-1932-02-06-a-i0051,ad,Publicité 10 Page 4,,fr,1932-02-06,indeplux,02
indeplux-1926-02-13-a-i0061,ad,Publicité 12 Page 4,,fr,1926-02-13,indeplux,02
indeplux-1926-02-13-b-i0065,ad,Publicité 14 Page 4,,fr,1926-02-13,indeplux,02
indeplux-1932-02-05-a-i0042,ad,Publicité 7 Page 4,,fr,1932-02-05,indeplux,02
indeplux-1903-02-18-a-i0031,ad,Publicité 9 Page 4,,fr,1903-02-18,indeplux,02
indeplux-1903-02-19-a-i0033,ad,Publicité 8 Page 4,,fr,1903-02-19,indeplux,02
luxwort-1949-02-25-a-i0068,ad,Pub. 22 Page 8,,de,1949-02-25,luxwort,02
luxwort-1949-01-28-a-i0068,ad,Pub. 12 Page 8,,de,1949-01-28,luxwort,01
indeplux-1924-03-02-a-i0058,ad,Publicité 9 Page 4,,fr,1924-03-02,indeplux,03
indeplux-1924-03-02-b-i0058,ad,Publicité 9 Page 4,,fr,1924-03-02,indeplux,03
luxembourg1935-1938-02-26-a-i0116,ad,Publicité 18 Page 6,,fr,1938-02-26,luxembourg1935,02
tageblatt-1950-02-17-a-i0090,ad,"Carnaval zu, tccUtu^o-acU Rendez-vous voan",,fr,1950-02-17,tageblatt,02
luxwort-1935-02-27-a-i0077,ad,Pub. 15 Page 8,,de,1935-02-27,luxwort,02
tageblatt-1934-02-08-a-i0105,ad,ThSiirs municipal de Luxembourg. ABONNEMENTS,,de,1934-02-08,tageblatt,02
luxembourg1935-1936-02-21-a-i0097,ad,Publicité 5 Page 6,,fr,1936-02-21,luxembourg1935,02
indeplux-1913-02-20-a-i0071,ad,Publicité 5 Page 4,,fr,1913-02-20,indeplux,02
luxwort-1926-02-13-a-i0066,ad,Pub. 21 Page 4,,de,1926-02-13,luxwort,02
tageblatt-1935-03-12-a-i0098,ad,R A D 1 0,,de,1935-03-12,tageblatt,03
dunioun-1948-02-06-a-i0059,ad,Publicité 10 Page 4,,fr,1948-02-06,dunioun,02
luxembourg1935-1936-02-26-a-i0094,ad,Publicité 4 Page 6,,fr,1936-02-26,luxembourg1935,02
indeplux-1922-02-25-a-i0089,ad,Publicité 7 Page 4,,fr,1922-02-25,indeplux,02
indeplux-1926-02-11-b-i0056,ad,Publicité 7 Page 4,,fr,1926-02-11,indeplux,02
indeplux-1914-02-23-a-i0076,ad,Publicité 7 Page 4,,fr,1914-02-23,indeplux,02
indeplux-1922-02-25-a-i0091,ad,Publicité 9 Page 4,,fr,1922-02-25,indeplux,02
indeplux-1934-02-08-a-i0047,ad,Publicité 8 Page 4,,fr,1934-02-08,indeplux,02
luxembourg1935-1938-02-23-a-i0070,ad,Publicité 5 Page 6,,fr,1938-02-23,luxembourg1935,02
luxwort-1945-02-07-a-i0043,ad,Pub. 2 Page 2,,fr,1945-02-07,luxwort,02
tageblatt-1924-02-27-a-i0050,ad,&lt;M&lt;tata)&lt;htt&lt;t)t!6ttt&lt;t!&lt;t«ettitttB!)ti&lt;B!i!t~W'&lt;tM)tttBm&lt;Bta&SB'&ip a & ̃ ES,,fr,1924-02-27,tageblatt,02
tageblatt-1928-02-16-a-i0090,ad,UN BOTANISTE DI3TINGUB. Un boianist»,,fr,1928-02-16,tageblatt,02
tageblatt-1948-02-04-a-i0057,ad,Radio- Luxembourg Mercredi: 4 fivrier.,,fr,1948-02-04,tageblatt,02
indeplux-1911-02-27-a-i0060,ad,Publicité 4 Page 4,,fr,1911-02-27,indeplux,02
indeplux-1922-02-22-b-i0050,ad,Publicité 4 Page 4,,fr,1922-02-22,indeplux,02
indeplux-1924-02-27-a-i0049,ad,Publicité 5 Page 2,,fr,1924-02-27,indeplux,02
indeplux-1924-02-27-b-i0045,ad,Publicité 5 Page 2,,fr,1924-02-27,indeplux,02
luxwort-1950-02-04-a-i0155,ad,Pub. 44 Page 10,,fr,1950-02-04,luxwort,02
tageblatt-1935-02-15-a-i0128,ad,Naney. Concert symphonique avec le,,fr,1935-02-15,tageblatt,02
luxwort-1933-02-25-a-i0103,ad,Pub. 45 Page 9,,de,1933-02-25,luxwort,02
tageblatt-1933-03-18-a-i0124,ad,"~tgBE~ Samedi, 18 mars Programme",,de,1933-03-18,tageblatt,03
tageblatt-1934-02-12-a-i0077,ad,~r~H~TH~~ RADIO LUXEMBOURG 230 kHz.,,de,1934-02-12,tageblatt,02
luxembourg1935-1939-01-28-a-i0110,ad,Publicité 16 Page 6,,fr,1939-01-28,luxembourg1935,01
luxwort-1923-02-07-a-i0029,ad,Pub. 5 Page 3,,fr,1923-02-07,luxwort,02
tageblatt-1924-02-29-a-i0065,ad,"x-– ̃̃.̃W,WMWWMM a g Les",,fr,1924-02-29,tageblatt,02
tageblatt-1938-02-23-a-i0117,ad,"=T:l~ p ~7~'Sâ1C3Z7E~~ûâ~ 3,Q52TLâ7Q V",,fr,1938-02-23,tageblatt,02
luxwort-1923-02-05-a-i0031,ad,Pub. 13 Page 4,,de,1923-02-05,luxwort,02
tageblatt-1938-02-26-a-i0138,ad,Wie ist es doch praktisch,,de,1938-02-26,tageblatt,02
indeplux-1926-02-12-b-i0058,ad,Publicité 7 Page 4,,fr,1926-02-12,indeplux,02
indeplux-1922-02-24-a-i0053,ad,Publicité 2 Page 2,,fr,1922-02-24,indeplux,02
indeplux-1928-02-10-a-i0024,ad,Publicité 4 Page 3,,fr,1928-02-10,indeplux,02
luxembourg1935-1938-02-26-a-i0115,ad,Publicité 17 Page 6,,fr,1938-02-26,luxembourg1935,02
luxland-1986-01-17-a-i0100,ad,Publicité 5 Page 12,,fr,1986-01-17,luxland,01
luxland-1986-01-24-a-i0121,ad,Publicité 9 Page 26,,fr,1986-01-24,luxland,01
tageblatt-1925-02-19-a-i0079,ad,"s~ä~9~d~e~GyC~LiC~R~~·~i9l~i~d· I SMaison Sromes, £",,fr,1925-02-19,tageblatt,02
dunioun-1947-02-13-a-i0055,ad,Publicité 6 Page 4,,fr,1947-02-13,dunioun,02
indeplux-1924-03-01-b-i0064,ad,Publicité 21 Page 4,,fr,1924-03-01,indeplux,03
indeplux-1929-03-07-a-i0031,ad,Publicité 6 Page 3,,fr,1929-03-07,indeplux,03
luxembourg1935-1938-02-15-a-i0121,ad,Publicité 11 Page 6,,fr,1938-02-15,luxembourg1935,02
luxland-1986-01-10-a-i0091,ad,Publicité 5 Page 8,,fr,1986-01-10,luxland,01
tageblatt-1924-03-01-a-i0089,ad,Restaurant-Fritures C OM E S,,fr,1924-03-01,tageblatt,03
tageblatt-1950-01-21-a-i0221,ad,"Voyages classiques, en ffroupes et",,fr,1950-01-21,tageblatt,01
luxembourg1935-1936-02-29-a-i0106,ad,Publicité 16 Page 6,,fr,1936-02-29,luxembourg1935,02
indeplux-1928-02-18-a-i0037,ad,Publicité 11 Page 3,,fr,1928-02-18,indeplux,02
tageblatt-1925-02-21-a-i0092,ad,L'ASSOCIATION SPORTIVE «LA JEUNESSE D'ESCH.,,fr,1925-02-21,tageblatt,02
dunioun-1947-01-14-a-i0058,ad,Publicité 8 Page 4,,fr,1947-01-14,dunioun,01
indeplux-1923-02-07-a-i0057,ad,Publicité 1 Page 2,,fr,1923-02-07,indeplux,02
indeplux-1924-03-01-a-i0077,ad,Publicité 20 Page 4,,fr,1924-03-01,indeplux,03
indeplux-1932-02-04-a-i0046,ad,Publicité 8 Page 4,,fr,1932-02-04,indeplux,02
luxland-1986-01-24-a-i0126,ad,Publicité 14 Page 28,,fr,1986-01-24,luxland,01
luxwort-1921-02-03-a-i0037,ad,Pub. 1 Page 6,,fr,1921-02-03,luxwort,02
luxwort-1947-03-10-a-i0063,ad,Pub. 5 Page 5,,fr,1947-03-10,luxwort,03
tageblatt-1926-02-13-a-i0115,ad,Grand Bazar de Charite organisö,,fr,1926-02-13,tageblatt,02
tageblatt-1929-02-08-a-i0157,ad,` °'~ gann ( 81,,fr,1929-02-08,tageblatt,02
luxwort-1921-02-04-a-i0049,ad,Pub. 19 Page 4,,de,1921-02-04,luxwort,02
luxwort-1923-02-10-a-i0054,ad,Pub. 18 Page 4,,de,1923-02-10,luxwort,02
luxwort-1930-02-27-a-i0058,ad,Pub. 25 Page 7,,de,1930-02-27,luxwort,02
obermosel-1935-02-27-a-i0038,ad,Publicité 4 Page 4,,de,1935-02-27,obermosel,02
tageblatt-1927-01-11-a-i0090,ad,"P,. NOUVEAUMS~ALACE ESCH.ALZETTE. Fox ~spef",,de,1927-01-11,tageblatt,01
tageblatt-1934-02-23-a-i0089,ad,RADtO.PROER&~ME RADIO LUXEMBOURG 230 kHz.,,de,1934-02-23,tageblatt,02
tageblatt-1937-02-04-a-i0114,ad,Tliéâtre Municipal de Luxembo^ ABONNEMENTS,,de,1937-02-04,tageblatt,02
indeplux-1924-02-29-a-i0046,ad,Publicité 11 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1924-02-29-b-i0037,ad,Publicité 10 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1924-03-01-b-i0059,ad,Publicité 16 Page 3,,fr,1924-03-01,indeplux,03
luxembourg1935-1938-02-25-a-i0084,ad,Publicité 4 Page 6,,fr,1938-02-25,luxembourg1935,02
luxwort-1930-02-28-a-i0079,ad,Pub. 28 Page 14,,fr,1930-02-28,luxwort,02
luxwort-1948-01-02-a-i0050,ad,Pub. 10 Page 6,,de,1948-01-02,luxwort,01
luxembourg1935-1940-02-03-a-i0067,ad,Publicité 9 Page 4,,fr,1940-02-03,luxembourg1935,02
luxwort-1926-02-11-a-i0034,ad,Pub. 7 Page 4,,de,1926-02-11,luxwort,02
luxwort-1948-01-14-a-i0068,ad,Pub. 10 Page 7,,de,1948-01-14,luxwort,01
luxwort-1948-02-03-a-i0057,ad,Pub. 18 Page 6,,de,1948-02-03,luxwort,02
luxwort-1948-02-07-a-i0137,ad,Pub. 14 Page 5,,fr,1948-02-07,luxwort,02
luxwort-1947-02-15-a-i0092,ad,Pub. 20 Page 8,,fr,1947-02-15,luxwort,02
tageblatt-1932-02-05-a-i0119,ad,I T^Vis. 1- 1 Los,,de,1932-02-05,tageblatt,02
tageblatt-1924-02-29-a-i0052,ad,"Demoiselle scrieuse, tres au cour.",,de,1924-02-29,tageblatt,02
tageblatt-1950-02-17-a-i0087,ad,• M Kredit feinste t,,de,1950-02-17,tageblatt,02
luxembourg1935-1936-02-24-a-i0104,ad,Publicité 5 Page 3,,fr,1936-02-24,luxembourg1935,02
obermosel-1922-03-11-a-i0062,ad,Publicité 2 Page 3,,de,1922-03-11,obermosel,03
tageblatt-1950-02-17-a-i0094,ad,| VËRE11V 1 | D'Segelflieger,,de,1950-02-17,tageblatt,02
luxwort-1917-03-17-a-i0054,ad,Pub. 9 Page 6,,de,1917-03-17,luxwort,03
armeteufel-1909-02-21-a-i0019,ad,Publicité 2 Page 3,,de,1909-02-21,armeteufel,02
tageblatt-1926-02-12-a-i0094,ad,~sr~ :='tD~ ~Ei | CARNAVAL,,de,1926-02-12,tageblatt,02
tageblatt-1949-02-25-a-i0116,ad,"v AB HEUTE FREITAG, 25.",,de,1949-02-25,tageblatt,02
luxland-1956-02-24-a-i0121,ad,Publicité 22 Page 9,,de,1956-02-24,luxland,02
tageblatt-1932-01-30-a-i0176,ad,SALLE DES VENTCS PUBLIQUES N.,,de,1932-01-30,tageblatt,01
tageblatt-1932-02-01-a-i0077,ad,•ALLE DES VENTE8 PUBLIQUES N.,,de,1932-02-01,tageblatt,02
armeteufel-1922-02-25-a-i0020,ad,Publicité 1 Page 4,,de,1922-02-25,armeteufel,02
luxwort-1927-02-26-a-i0037,ad,Pub. 8 Page 4,,de,1927-02-26,luxwort,02
tageblatt-1926-02-12-a-i0086,ad,I Große Gelegenheit !1 1,,de,1926-02-12,tageblatt,02
dunioun-1948-02-02-a-i0063,ad,Publicité 8 Page 4,,lb,1948-02-02,dunioun,02
luxland-1964-01-24-a-i0103,ad,Publicité 13 Page 8,,fr,1964-01-24,luxland,01
luxland-1965-01-29-a-i0094,ad,Publicité 11 Page 10,,fr,1965-01-29,luxland,01
luxwort-1924-01-03-a-i0023,ad,Pub. 6 Page 4,,de,1924-01-03,luxwort,01
obermosel-1936-02-19-a-i0078,ad,Publicité 5 Page 5,,de,1936-02-19,obermosel,02
tageblatt-1924-03-01-a-i0096,ad,DRAMA AN ENGEM AKT I,,de,1924-03-01,tageblatt,03
tageblatt-1925-02-21-a-i0093,ad,"Grand Café THOLEY, Esch-Alz. Propr.",,de,1925-02-21,tageblatt,02
luxwort-1913-01-24-a-i0058,ad,Pub. 12 Page 5,,de,1913-01-24,luxwort,01
tageblatt-1924-03-01-a-i0087,ad,"«RESTAURANT CENTRAL», 8, Rue de",,fr,1924-03-01,tageblatt,03
tageblatt-1945-02-09-a-i0036,ad,ERÖFFNUNG VUM Md toebapd ZO',,fr,1945-02-09,tageblatt,02
luxwort-1932-02-03-a-i0055,ad,Pub. 15 Page 6,,de,1932-02-03,luxwort,02
obermosel-1935-03-01-a-i0039,ad,Publicité 8 Page 4,,de,1935-03-01,obermosel,03
obermosel-1938-02-25-a-i0097,ad,Publicité 10 Page 12,,de,1938-02-25,obermosel,02
tageblatt-1929-02-06-b-i0065,ad,Heute Mittwoch ;̃̃. In Esch-AIzette,,de,1929-02-06,tageblatt,02
tageblatt-1923-02-10-a-i0167,ad,~~&X~x~x~~xx~ Où passe-t-o» agréablement quelques,,fr,1923-02-10,tageblatt,02
dunioun-1947-02-14-a-i0095,ad,Publicité 14 Page 8,,lb,1947-02-14,dunioun,02
tageblatt-1928-03-09-b-i0074,ad,mznm ÜMM BE LA COUR,,de,1928-03-09,tageblatt,03
tageblatt-1933-02-24-a-i0096,ad,~4~MMMt~ ? 9397 .7 gin,,de,1933-02-24,tageblatt,02
tageblatt-1936-02-21-a-i0107,ad,Association des Commergants d'Esch. Sollt,,de,1936-02-21,tageblatt,02
luxwort-1923-02-10-a-i0057,ad,Pub. 21 Page 5,,de,1923-02-10,luxwort,02
indeplux-1921-02-05-a-i0068,ad,Publicité 9 Page 4,,fr,1921-02-05,indeplux,02
luxwort-1950-02-17-a-i0094,ad,Pub. 33 Page 6,,de,1950-02-17,luxwort,02
tageblatt-1923-02-09-a-i0049,ad,SfABT mm A. D. ALggTTE.,,de,1923-02-09,tageblatt,02
tageblatt-1925-02-21-a-i0102,ad,Âckerhautrcdn-Versteigernng 1 zu EHLINGEN an,,de,1925-02-21,tageblatt,02
tageblatt-1950-02-17-a-i0089,ad,"~~u,r®a1 SCHIFFLANGE Le plus moderne",,de,1950-02-17,tageblatt,02
indeplux-1924-02-29-a-i0047,ad,Publicité 12 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1924-02-29-b-i0038,ad,Publicité 11 Page 2,,fr,1924-02-29,indeplux,02
indeplux-1928-02-18-a-i0039,ad,Publicité 13 Page 4,,fr,1928-02-18,indeplux,02
luxembourg1935-1937-02-06-a-i0116,ad,Publicité 19 Page 6,,fr,1937-02-06,luxembourg1935,02
tageblatt-1931-02-14-a-i0231,ad,~i!~=ma~&lt; rE===~ fTTHötelirparc. Eschf 'L'HOte~uParc.Esch',,fr,1931-02-14,tageblatt,02
obermosel-1933-02-22-a-i0043,ad,Publicité 7 Page 4,,de,1933-02-22,obermosel,02
tageblatt-1932-02-03-a-i0069,ad,"heute rflPiS'P 3I3GG heute Mittwoch,",,de,1932-02-03,tageblatt,02
tageblatt-1946-03-01-a-i0062,ad,AVIS DE LA VILLE D'ESCH-ALZETTE.,,de,1946-03-01,tageblatt,03
indeplux-1928-02-18-a-i0030,ad,Publicité 4 Page 2,,fr,1928-02-18,indeplux,02
luxembourg1935-1939-02-20-a-i0128,ad,Publicité 4 Page 3,,fr,1939-02-20,luxembourg1935,02
indeplux-1921-02-07-a-i0055,ad,Publicité 2 Page 3,,fr,1921-02-07,indeplux,02
luxwort-1936-02-15-a-i0142,ad,Pub. 51 Page 13,,de,1936-02-15,luxwort,02
tageblatt-1950-02-15-a-i0104,ad,"j AMTLICHES ""] ASSURANCE CONTRE",,de,1950-02-15,tageblatt,02
luxembourg1935-1939-02-18-a-i0105,ad,Publicité 1 Page 3,,fr,1939-02-18,luxembourg1935,02
luxland-1994-02-11-a-i0108,ad,Publicité 6 Page 8,,fr,1994-02-11,luxland,02
luxland-1996-02-16-a-i0127,ad,Publicité 8 Page 12,,fr,1996-02-16,luxland,02
luxland-1997-02-07-a-i0091,ad,Publicité 4 Page 8,,fr,1997-02-07,luxland,02
luxland-1998-02-20-a-i0120,ad,Publicité 7 Page 12,,fr,1998-02-20,luxland,02
luxwort-1926-02-10-a-i0051,ad,Pub. 12 Page 5,,fr,1926-02-10,luxwort,02
buergerbeamten-1908-02-29-a-i0023,ad,Publicité 1 Page 6,,fr,1908-02-29,buergerbeamten,02
indeplux-1930-03-01-a-i0031,ad,Publicité 4 Page 3,,fr,1930-03-01,indeplux,03
luxland-1958-01-24-a-i0145,ad,Publicité 10 Page 7,,fr,1958-01-24,luxland,01
luxland-1970-01-16-a-i0102,ad,Publicité 8 Page 8,,fr,1970-01-16,luxland,01
luxwort-1948-02-05-a-i0053,ad,Pub. 12 Page 6,,fr,1948-02-05,luxwort,02
tageblatt-1949-02-26-a-i0191,ad,Matelots et capitaines au long,,fr,1949-02-26,tageblatt,02
tageblatt-1926-02-08-a-i0064,ad,1– O II r 1,,fr,1926-02-08,tageblatt,02
indeplux-1928-02-17-a-i0032,ad,Publicité 11 Page 4,,fr,1928-02-17,indeplux,02
luxembourg1935-1936-02-28-a-i0099,ad,Publicité 3 Page 6,,fr,1936-02-28,luxembourg1935,02
luxembourg1935-1936-03-02-a-i0090,ad,Publicité 4 Page 6,,fr,1936-03-02,luxembourg1935,03
indeplux-1902-02-08-a-i0026,ad,Publicité 4 Page 3,,fr,1902-02-08,indeplux,02
indeplux-1905-02-18-a-i0023,ad,Publicité 2 Page 3,,fr,1905-02-18,indeplux,02
indeplux-1923-02-10-a-i0066,ad,Publicité 1 Page 1,,fr,1923-02-10,indeplux,02
tageblatt-1923-02-07-a-i0054,ad,CASINO DE LUXEMBOURG. Avis important.,,fr,1923-02-07,tageblatt,02
luxwort-1924-02-27-a-i0054,ad,Pub. 22 Page 5,,de,1924-02-27,luxwort,02
luxwort-1926-02-12-a-i0058,ad,Pub. 8 Page 11,,de,1926-02-12,luxwort,02
luxwort-1927-02-25-b-i0063,ad,Pub. 14 Page 11,,de,1927-02-25,luxwort,02
obermosel-1946-02-28-a-i0040,ad,Publicité 5 Page 4,,de,1946-02-28,obermosel,02
obermosel-1948-01-19-a-i0050,ad,Publicité 2 Page 4,,de,1948-01-19,obermosel,01
