uid,type,title,transcript,locations,persons,topics,transcriptLength,totalPages,languageCode,isOnFrontPage,publicationDate,countryCode,dataProviderCode,mediaCode,mediaType,access_right,collections,content,content_provider,country,date,is_content_available,is_olr,is_on_front_page,issue,language,locations_mentioned,nb_pages,newsagencies_mentioned,newspaper,newspaper_political_orientation,newspaper_topics,pages,periodicity,persons_mentioned,province,relevance,size,year
luxembourg1935-1937-02-06-a-i0117,ad,Publicité 20 Page 6,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-France', 'relevance': 1}, {'uid': 'aida-0001-54-Maurice_Cox', 'relevance': 1}]","[{'uid': 'aida-0001-50-Lou_Koster', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.134}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.034}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.367}, {'uid': 'tm-fr-all-v2.0_tp61_fr', 'relevance': 0.052}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.116}]",233.0,1.0,fr,False,1937-02-06T00:00:00+00:00,LU,BNL,luxembourg1935,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
obermosel-1947-01-15-a-i0028,ad,Publicité 3 Page 3,,"[{'uid': 'aida-0001-54-Nice', 'relevance': 1}, {'uid': 'aida-0001-54-Cannes', 'relevance': 1}, {'uid': 'aida-0001-54-Menton', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 6}, {'uid': 'aida-0001-54-Belgique$2c$_Missouri', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp27_fr', 'relevance': 0.076}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp69_fr', 'relevance': 0.225}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.283}]",190.0,1.0,fr,False,1947-01-15T00:00:00+00:00,LU,BNL,obermosel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1924-02-29-a-i0051,ad,"r-r 4 umm, 1^ VILLE",,[],[],"[{'uid': 'tm-fr-all-v2.0_tp18_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp24_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp25_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp34_fr', 'relevance': 0.035}, {'uid': 'tm-fr-all-v2.0_tp36_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp52_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.085}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.045}, {'uid': 'tm-fr-all-v2.0_tp75_fr', 'relevance': 0.106}, {'uid': 'tm-fr-all-v2.0_tp94_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.025}]",193.0,1.0,fr,False,1924-02-29T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
indeplux-1914-02-20-a-i0071,ad,Publicité 8 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Cologne', 'relevance': 1}]","[{'uid': 'aida-0001-50-George_P._Mitchell', 'relevance': 1}, {'uid': 'aida-0001-50-Émile_Augier', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.228}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.175}, {'uid': 'tm-fr-all-v2.0_tp45_fr', 'relevance': 0.044}, {'uid': 'tm-fr-all-v2.0_tp59_fr', 'relevance': 0.025}, {'uid': 'tm-fr-all-v2.0_tp61_fr', 'relevance': 0.049}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.064}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.03}, {'uid': 'tm-fr-all-v2.0_tp83_fr', 'relevance': 0.087}, {'uid': 'tm-fr-all-v2.0_tp90_fr', 'relevance': 0.028}, {'uid': 'tm-fr-all-v2.0_tp96_fr', 'relevance': 0.022}]",552.0,1.0,fr,False,1914-02-20T00:00:00+00:00,LU,BNL,indeplux,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1923-02-09-a-i0060,ad,Pub. 12 Page 14,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 4}, {'uid': 'aida-0001-54-Lorraine_$28$region$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Lage', 'relevance': 1}, {'uid': 'aida-0001-54-Ware_F.C.', 'relevance': 1}, {'uid': 'aida-0001-54-Landes_$28$department$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 2}, {'uid': 'aida-0001-54-Tournai', 'relevance': 1}]","[{'uid': 'aida-0001-50-Jean_Bernard_$28$physician$29$', 'relevance': 1}, {'uid': 'aida-0001-50-Eugene_Maxwell_Frank', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.335}, {'uid': 'tm-de-all-v2.0_tp18_de', 'relevance': 0.021}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.162}, {'uid': 'tm-de-all-v2.0_tp96_de', 'relevance': 0.347}]",809.0,1.0,de,False,1923-02-09T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
luxwort-1930-02-11-a-i0058,ad,Pub. 23 Page 6,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Lage', 'relevance': 1}]","[{'uid': 'aida-0001-50-Al_Bernard', 'relevance': 1}, {'uid': 'aida-0001-50-Emmanuel_Servais', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp02_de', 'relevance': 0.852}, {'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.026}]",827.0,1.0,de,False,1930-02-11T00:00:00+00:00,LU,BNL,luxwort,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
obermosel-1936-02-21-a-i0068,ad,Publicité 8 Page 8,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}]",[],"[{'uid': 'tm-de-all-v2.0_tp33_de', 'relevance': 0.901}, {'uid': 'tm-de-all-v2.0_tp99_de', 'relevance': 0.025}]",823.0,1.0,de,False,1936-02-21T00:00:00+00:00,LU,BNL,obermosel,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1933-12-11-a-i0063,ad,β A D 1 0,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Marche', 'relevance': 1}, {'uid': 'aida-0001-54-Strasbourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Wetter$2c$_Hesse', 'relevance': 2}, {'uid': 'aida-0001-54-Toulouse', 'relevance': 1}, {'uid': 'aida-0001-54-Berlin', 'relevance': 1}, {'uid': 'aida-0001-54-Romania', 'relevance': 1}, {'uid': 'aida-0001-54-Lage', 'relevance': 1}]","[{'uid': 'aida-0001-50-Gustav_Simon_$28$physician$29$', 'relevance': 1}, {'uid': 'aida-0001-50-Requiem_$28$Verdi$29$', 'relevance': 1}, {'uid': 'aida-0001-50-Jack_Jackson_$28$British_radio$29$', 'relevance': 1}, {'uid': 'aida-0001-50-London_Symphony_Orchestra', 'relevance': 1}, {'uid': 'aida-0001-50-Jack_Johnson_$28$boxer$29$', 'relevance': 1}, {'uid': 'aida-0001-50-Felix_Mendelssohn', 'relevance': 1}, {'uid': 'aida-0001-50-Jack_Payne', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp16_de', 'relevance': 0.03}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.848}]",703.0,1.0,de,False,1933-12-11T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1934-03-27-a-i0126,ad,RADIO- PROGRAMMS RADIO LUXEMBOURG 230,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 2}, {'uid': 'aida-0001-54-Strasbourg', 'relevance': 1}, {'uid': 'aida-0001-54-Wetter$2c$_Hesse', 'relevance': 3}, {'uid': 'aida-0001-54-Toulouse', 'relevance': 1}, {'uid': 'aida-0001-54-Berlin', 'relevance': 1}, {'uid': 'aida-0001-54-Munich', 'relevance': 1}, {'uid': 'aida-0001-54-Romania', 'relevance': 1}]","[{'uid': 'aida-0001-50-Les_saltimbanques', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.866}, {'uid': 'tm-de-all-v2.0_tp69_de', 'relevance': 0.042}]",779.0,1.0,de,False,1934-03-27T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1934-07-24-a-i0089,ad,Mit 74 Jahren verdient diese,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Strasbourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Wetter$2c$_Hesse', 'relevance': 1}, {'uid': 'aida-0001-54-France', 'relevance': 3}, {'uid': 'aida-0001-54-Toulouse', 'relevance': 1}, {'uid': 'aida-0001-54-Berlin', 'relevance': 1}, {'uid': 'aida-0001-54-SS_General_von_Steuben', 'relevance': 1}, {'uid': 'aida-0001-54-Mühlacker', 'relevance': 1}, {'uid': 'aida-0001-54-Japan', 'relevance': 1}, {'uid': 'aida-0001-54-London_May', 'relevance': 1}, {'uid': 'aida-0001-54-Romania', 'relevance': 1}]","[{'uid': 'aida-0001-50-Robert_B._Goergen', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp03_de', 'relevance': 0.021}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.788}, {'uid': 'tm-de-all-v2.0_tp75_de', 'relevance': 0.079}, {'uid': 'tm-de-all-v2.0_tp82_de', 'relevance': 0.026}]",840.0,1.0,de,False,1934-07-24T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
tageblatt-1934-11-17-a-i0136,ad,RADIO LUXEMBOURG 230 kHz. (1304,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 1}, {'uid': 'aida-0001-54-Largo$2c$_Florida', 'relevance': 1}, {'uid': 'aida-0001-54-Stone_Age', 'relevance': 1}, {'uid': 'aida-0001-54-Victoria_Vox', 'relevance': 1}, {'uid': 'aida-0001-54-Sevilla_FC', 'relevance': 1}, {'uid': 'aida-0001-54-Venice', 'relevance': 1}, {'uid': 'aida-0001-54-Strasbourg', 'relevance': 1}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}, {'uid': 'aida-0001-54-Berlin', 'relevance': 1}, {'uid': 'aida-0001-54-Mühlacker', 'relevance': 1}, {'uid': 'aida-0001-54-SS_General_von_Steuben', 'relevance': 1}, {'uid': 'aida-0001-54-Rom_$28$comics$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Auch', 'relevance': 1}]","[{'uid': 'aida-0001-50-Phil_Boutelje', 'relevance': 1}]","[{'uid': 'tm-de-all-v2.0_tp61_de', 'relevance': 0.027}, {'uid': 'tm-de-all-v2.0_tp62_de', 'relevance': 0.898}]",773.0,1.0,de,False,1934-11-17T00:00:00+00:00,LU,BNL,tageblatt,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
indeplux-1912-03-16-a-i0038,ad,Publicité 5 Page 4,,"[{'uid': 'aida-0001-54-Copenhagen_Airport', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Cologne', 'relevance': 1}, {'uid': 'aida-0001-54-Maurice_Cox', 'relevance': 1}, {'uid': 'aida-0001-54-Brussels', 'relevance': 2}]","[{'uid': 'aida-0001-50-Daniel_Boone', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp07_fr', 'relevance': 0.039}, {'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.152}, {'uid': 'tm-fr-all-v2.0_tp39_fr', 'relevance': 0.156}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.061}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.119}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.25}]",594.0,1.0,fr,False,1912-03-16T00:00:00+00:00,LU,BNL,indeplux,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
indeplux-1921-01-31-a-i0073,ad,Publicité 2 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}]","[{'uid': 'aida-0001-50-Lucien_Descaves', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.22}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.406}, {'uid': 'tm-fr-all-v2.0_tp60_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp81_fr', 'relevance': 0.038}]",259.0,1.0,fr,False,1921-01-31T00:00:00+00:00,LU,BNL,indeplux,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
indeplux-1921-02-04-a-i0043,ad,Publicité 5 Page 2,,"[{'uid': 'aida-0001-54-Nord_$28$French_department$29$', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}]",[],"[{'uid': 'tm-fr-all-v2.0_tp13_fr', 'relevance': 0.022}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.315}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.064}, {'uid': 'tm-fr-all-v2.0_tp45_fr', 'relevance': 0.043}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.273}, {'uid': 'tm-fr-all-v2.0_tp97_fr', 'relevance': 0.022}]",248.0,1.0,fr,False,1921-02-04T00:00:00+00:00,LU,BNL,indeplux,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
indeplux-1929-03-01-a-i0037,ad,Publicité 9 Page 4,,"[{'uid': 'aida-0001-54-Nice', 'relevance': 1}, {'uid': 'aida-0001-54-Luxembourg', 'relevance': 2}]","[{'uid': 'aida-0001-50-Conrad_Hommel', 'relevance': 1}]","[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.62}, {'uid': 'tm-fr-all-v2.0_tp19_fr', 'relevance': 0.024}, {'uid': 'tm-fr-all-v2.0_tp73_fr', 'relevance': 0.144}]",257.0,1.0,fr,False,1929-03-01T00:00:00+00:00,LU,BNL,indeplux,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
indeplux-1934-02-07-a-i0043,ad,Publicité 9 Page 4,,"[{'uid': 'aida-0001-54-Luxembourg', 'relevance': 3}, {'uid': 'aida-0001-54-Paris', 'relevance': 1}]",[],"[{'uid': 'tm-fr-all-v2.0_tp02_fr', 'relevance': 0.02}, {'uid': 'tm-fr-all-v2.0_tp22_fr', 'relevance': 0.064}, {'uid': 'tm-fr-all-v2.0_tp35_fr', 'relevance': 0.213}, {'uid': 'tm-fr-all-v2.0_tp40_fr', 'relevance': 0.053}, {'uid': 'tm-fr-all-v2.0_tp49_fr', 'relevance': 0.359}, {'uid': 'tm-fr-all-v2.0_tp82_fr', 'relevance': 0.031}]",274.0,1.0,fr,False,1934-02-07T00:00:00+00:00,LU,BNL,indeplux,newspaper,,,,,,,,,,,,,,,,,,,,,,,,
