uid;access_right;collections;content;content_provider;country;date;is_content_available;is_olr;is_on_front_page;issue;language;locations_mentioned;nb_pages;newsagencies_mentioned;newspaper;newspaper_political_orientation;newspaper_topics;pages;periodicity;persons_mentioned;province;relevance;size;title;topics;type;year
courriergdl-1866-02-11-a-i0023;OpenPublic;local-elgu-Y10ZFslw;"VILLE DE LUXEMBOURG. Les écorces à tan aux lieux dits * auf der Batterie et du Re<_>nthal » de la coupe du Baumliusrh de la présente aimée, mesurant environ 20 hectares seront vendues sur pied, le jeudi, 15 février courant, par adjudication publique à l'en» chère. La vente commencera au lieu dit «Recken thaï», à gauche de la route vers Kopstal. Le cahier des charges est eu lecture au Secrétariat de la ville. Luxembourg, le 3 février 1866. Le Collège des Bourgmestre et Echevins, EBERHARD, Président. 2615 WEYER, Secrétaire A vendre, de gré à gré,"" le jardin „_»_ er-KSuscli. sis à Luxembourg, rue St.-Philippe, entre la maison occupée par le notaire Kleiu et la rue Marie- Thérèse. S'adresser au propriétaire, M. Edmond MAYER, avocat, ou au dit notaire 2622 __lI_EII.. A vendre dans la forêt d'Héi enbuch, à la croisade de la route de Seplfo!.aines à Guovelange, S.»«»« stères île bois de c_nuff„(ce en hêtre, sur quartier, remis bien sec en halle, à 7 francs 50 centimes le stère, en gros et en détail. S-adresserà M. NAISSE, iacteur de M. VIVIER, demeurant près des halles, chargé de livrer les bois. 2586 PENDANT LES JOUES DU CARNAVAL, musique & danse, au Jardin ELSEN"", hors de la Porte-Neuve. 2029 3mmcnuiil)vciib gutcö tv.tïcnc. &itd. ctsfd)cttf. 0(_. billig, bei __iit. JPfieatBe.. m* AVIS IMPORTANT. A partir du 15 janvier , M. HEUERTZ , Graod'r. e N° 15, aura le dépôt des ein«, eassjL'-de-vie et liqueurs, de la maison leyssaiulier-Lauburède, de Bergerac (Dordogne), près Bordeaux. La nature et la pureté des produits sont garanties. 3535 _¥. MoseI-l>a« n| ,f_clii_rf._«e8. Fahrplan vom 1. Februar ab: 33oit _.vici- und) Sobfenj : 2_oiitag8, _„tt„oajs un ©nniftags SDJorgcn« 5'/i Uljr. S5on Soblcitä nad) Xracbad) : SienffagS, 3) onncrftags nnb ©ouittag», SWorgcu« 6 /* Uhr. SB oit ÎEvarbad) nad) Strier: _(itl«od)«, gicitag« unb aJloutagsS, SKorgcnê 0 Ul)r. 2602 ";BNL;LU;1866-02-11T00:00:00Z;Y;True;False;courriergdl-1866-02-11-a;fr;LUXEMBOURG|Luxembourg|Luxembourg|Bergerac|Bordeaux;1;;courriergdl;na;na;4;na;propriétaire, M. Edmond MAYER|M. VIVIER;na;0.0;308;Publicité 5 Page 4;tm-fr-all-v2.0_tp24_fr|0.024 tm-fr-all-v2.0_tp25_fr|0.022 tm-fr-all-v2.0_tp35_fr|0.081 tm-fr-all-v2.0_tp40_fr|0.577 tm-fr-all-v2.0_tp58_fr|0.035 ;ad;1866
courriergdl-1868-01-28-a-i0020;OpenPublic;local-elgu-Y10ZFslw;"■3— i^mm^ — ■ — ■ am\ nimm AVIS. BALS DE CARNAVAL. Pour éviter divers inconvénients, le comité a décidé de ne pas délivrer de cartes à l'entrée et prie par conséquent les amateurs de souscrire la liste avant/e 10 février. L'entrée sera donc tout bonnement refusée à toutes les personnes non munies de cartes de famille ou d'invitations. 4919 JLe Comité, * ïvTa ' Luxembourg, le 24 janvier 1868. La fournilure des papiers destinés au timbre de débite dans le grand-duché de Luxembourg, pour l'année 1868, aura lieu par voie de soumission. Le Directeur de l'enregistrement e f des domaines recevra les soumissions jusqu'au premier avril prochain. Les quantités despapiers à fournir se composent de: A. Effets de commerce : 4 rames, chacune de 4000 huitièmes de feuilles. B. Papier de dimension : 1) 5 rames , chacune de 2000 quarts de feuilles; petit papier à 25 centimes. 2) 80rames, chacune de 1000 demi-feuilles; papier à 45 centimes. 3) 30 rames, chacune de 500 feuilles; petit papier à 90 centimes. 4) 60 rames, chacune de 500 feuilles; moyen papier à fr. 1 25. 5) 6 rames, chacune de 600 feuilles; grand papier à fr. 1 70. Cette fourniture aura lieu aux clauses et conditions insérées au cahier des charges, publié au V 17, II e partie du Mémorial du 29 mars 1856, qui est adopté pour 1868, sauf les modifications suivantes: Ad art. l, 8, Il et 13. - Le poids du papier pour effets de commerce est porté à 6V2 kilos par rame au lieu de 5kilos, fixé par ledit cahier des charges. LeDirecteur-générai des finances se réserve de dispenser le soumissionnaire de fournir caution , et de l'autoriser à élire domicile ailleurs qu'à Luxembourg, même àl'étranger. Dans ce cas, il pourra être désigné une personne autre que Jecontrôleur, garde magasin du timbre, pour iaire la remise des formes au soumissionnaire; ces formes seront, à l'expiration du contrat, rendues à la même personne , qui sera aussi chargée de recevoir provisoirement le papier. Les frais et les droits auxquels donwra lieu le transport des papiers, du lieu désif né pour la réception provisoire au magasin du timbre à Luxembourg, seront pour le compte du Gouvernement. Le Directeur-général des finances, 4920 DeCOLNET-d'HUART. La sacristie de Mondorîf. La place reste toujours vacante. L'embarras est grand. Lö choix manque. Sapristi! Que faire ? Heureuse paroisse d'Ell-Ange! Ton sort est envié : Admise au nombre des Tu sais vivre sans curé ! ! ! ";BNL;LU;1868-01-28T00:00:00Z;Y;True;False;courriergdl-1868-01-28-a;fr;BALS|Luxembourg|Luxembourg|Luxembourg|Luxembourg;1;;courriergdl;na;na;4;na;;na;0.0;412;Publicité 2 Page 4;tm-fr-all-v2.0_tp14_fr|0.051 tm-fr-all-v2.0_tp22_fr|0.182 tm-fr-all-v2.0_tp28_fr|0.055 tm-fr-all-v2.0_tp35_fr|0.03 tm-fr-all-v2.0_tp60_fr|0.049 tm-fr-all-v2.0_tp67_fr|0.197 tm-fr-all-v2.0_tp90_fr|0.197 ;ad;1868
courriergdl-1868-02-01-a-i0019;OpenPublic;local-elgu-Y10ZFslw;"âMDIlSIi Slufforfcerunfl. SHetjrere 3nouftriefïe unb Çmnbcisteiite beigabt überfi'i;icfen une folgcnben 2liifruf an ihre 3ïïitbilrger, mit ber 3Mtte, benfelben 3U beröf« fcntlieben : SDH t b ii v g e r ! 2)ie folgen bc8 SBcrtrage» Dom 11. SKai 1867 laflcit ouf ben ®c[d)äfteit tmfera Çcimatftabt unb nur ein intelligente« unb energi.djcä anfaiumniftefiit ber ge« fnninitcit S3iivgei-id)aft 51a- 2Iuifiubmig ber geeigneten Mittel beu beuorftcljeitbcn 9htin 311 bcfdjtoörcit, ben gefniitcucit Srebit ju beben, unb ben täglidjen £rau«* ottioiteu etilen neuen Smpttl« 51t geben, tonnen itnfer cinft fo 6I0tjenbe< ©täbtdjeit not beut SSeiberfien retten. SBir loben Êudj bat)« ein, Sud) am nädjftcu onittoQ, 2 gcûruor, um 2 llijr »aifjmittagS. im ©tobt- Ijnu« ju ocrfamnietii , um ücretnt bie 3nteicf|""en ber ©tabt 311 beipredjen. <$» i(l eine Sebenêfrage unb 3ebet , bem ba8 SBofjt feiner SBoterftobt am §er_en liegt, rotrb es ftd) jur tjeittgei. Çfttdjt itiadjcn, ber SSerfastttnlmtg bcijutuotjnen, Tcinc 9tatf)fd)(äge 511 cvtfceUeit um bem 'S cfdjdtjj ber -Bcrfammlitng eine iiad)btüd , nd)e iKajorität jtt uer< fdjaffen. Itnfcv Soljtfpnidj roivb bleiben : ©in frcictS Surcuibiirn unter tum Sceller Crânien ! ©emetnbe ©tciufel, (S^aufjée=$au-$tbeiten. 2lnt ©ienftag, 4. Februar, 3 Uhr, auf beut ©ctretariatc ju ©teinfel, SScrbing ber auf beit Söetvng ber Wollt Don 1868 auSjufüljraiben SäScßeavbettcn unb Lieferungen , her* nnfdjlagt p gr. 3500. ©tciiifci, 30. 3i4iiiior 1S68. 3939 Die Gemeinde-Verwaltung. VENTE PUBLIQUE"" DE MEUBLES à Mteinheim (canton d'Echternach). M. Clément Bevino, propr : étaire à Steinheim, vendra publ quement, par le ministère du notaire soussigné, le mercredi, 19 février 1868, à 9 heures du matin, (et le cas échéant le lendemain 20 février) : 6 chevaux, 20 bêtes à cornes, 4 truies, 20 porcs, 80 hectolitres de froment et méteil, — 100 hectolitres d'avoine, Une grande quantité de betteraves et pommes de terre, Environ C foudres de vin, Deux voitures, dont l'une fermée, Chariots, charrettes, tomberaux, charrues, herses, rouleaux, pelles, bêches, etc., Tonneaux. llîl niais et instruments aratoires de toutes sortes, Des tables, chaises, fourneaux ct autres meubles meublants, etc., etc. La vente aura lieu à Steinheim, en la maison du vendeur. A crédit. 4»»8 Eug. RAUSCH, notaire. Mondorff-les-Bains. La crise continue. — Maître Baudet a la candidature. —Mouvement dans la populace. Réception d'un révérend père. — Reniflemont général. La fleur s'épanouit.— ""reparatives pour lo carnaval. is>io ttädjfl (gtitj unb $ef ftiigen. 2(m © i e n ft a q , 11« Sebrnor 18GS, prä$itf um 9 Uhr ajîoraen« onfangcnb, werben, auf iSn» ftcljen bes fifn <v. VousseUMorel, SWentmeifter @. £>. Sari oon 21 v c n b e r n , •""' âïalb „i'angert"", îiadjft ßrt.3 unb .pefftnfien, auf «org bis 11. f., unb 31001' in folgenbcr Orbmtng öerfteigert : a) 180 ffoiocii S8ttifjeul)0lj , unb h) 28000 jiijiiuc »itrtjeuiuelleit. £>ie SBcllcn werben unter tem 3«ft ber« fteigert. giir Slöeo bequeme Slbfuljr. SÄerfdi. am 28. Januar 1868. i021 BUTH, 9cotar. ";BNL;LU;1868-02-01T00:00:00Z;Y;True;False;courriergdl-1868-02-01-a;fr;Steinheim|Steinheim|Sari;1;;courriergdl;na;na;3;na;M. Clément Bevino;na;0.0;467;Publicité 1 Page 3;tm-fr-all-v2.0_tp02_fr|0.02 tm-fr-all-v2.0_tp24_fr|0.02 tm-fr-all-v2.0_tp28_fr|0.03 tm-fr-all-v2.0_tp33_fr|0.078 tm-fr-all-v2.0_tp35_fr|0.04 tm-fr-all-v2.0_tp40_fr|0.205 tm-fr-all-v2.0_tp58_fr|0.03 tm-fr-all-v2.0_tp91_fr|0.271 ;ad;1868
courriergdl-1868-02-04-a-i0020;OpenPublic;local-elgu-Y10ZFslw;"trockenes |Uw d)en fd)titi> a 13 frets üorrätfjig bei 4815 A. E*fintier. AVIS. BALS DE CARNAVAL. Pour éviter divers inconvénients, le comité a décidé de ne pas délivrer de cartes à l'entrée et prie par conséquent les amateurs de souscrire la liste avant/<? 10 février. L'entrée sera donc tout bonnement refusée à toutes les personnes non munies de cartes de famille ou d'invitations. ♦si« Kie Comité. MALTÈM A. SEE et G. JOURDAIN, 22, rue du pont des morts à METZ, fûts à pression do 60 litres, à 7 frs.; de 120 litres à 10 frs., pris à Metz. * 8 98 ";BNL;LU;1868-02-04T00:00:00Z;Y;True;False;courriergdl-1868-02-04-a;fr;BALS|METZ|Metz;1;;courriergdl;na;na;4;na;Kie Comité|A. SEE|G. JOURDAIN;na;0.0;101;Publicité 4 Page 4;tm-fr-all-v2.0_tp17_fr|0.029 tm-fr-all-v2.0_tp21_fr|0.232 tm-fr-all-v2.0_tp24_fr|0.023 tm-fr-all-v2.0_tp35_fr|0.108 tm-fr-all-v2.0_tp54_fr|0.049 tm-fr-all-v2.0_tp69_fr|0.049 tm-fr-all-v2.0_tp90_fr|0.029 ;ad;1868
courriergdl-1868-02-08-a-i0024;OpenPublic;local-elgu-Y10ZFslw;"fStf n n *§ offorttrteS _S__j_f^""^ > £ager oon ben in 186 7 pretSgefrönten (Medaille d'or) 9?ö«bmafci>htctt Weelcr $ Wilson, èç Elias Howe in New York, fotote atte neueren ©tjfteme alt? #%er, Grover Sf Baker, etc, Ijctïte tel) einem geehrten SßuBItfum beftenê empfohlen. GRIES-FUNCK, in Suyemljurg, 4721 '(nouveau quartier) für ba8 @rofjI)er_oglÇum SujemBurg AVIS. BAL8 DE CARNAVAL. P Pour éviter divers inconvénients, le comité a décidé de ne pas délivrer de cartes à l'entrée et prie par conséquent les amateurs de souscrire la liste avanUe 10 février. L'entrée sera donc tout bonnement refusée à toutes les personnes non munies de cartes de famille ou d'invitations, «i» JLe Comité. ";BNL;LU;1868-02-08T00:00:00Z;Y;True;False;courriergdl-1868-02-08-a;fr;Wilson|New York;1;;courriergdl;na;na;4;na;Elias Howe|Grover Sf Baker;na;0.0;108;Publicité 5 Page 4;tm-fr-all-v2.0_tp05_fr|0.021 tm-fr-all-v2.0_tp21_fr|0.244 tm-fr-all-v2.0_tp31_fr|0.027 tm-fr-all-v2.0_tp35_fr|0.157 tm-fr-all-v2.0_tp58_fr|0.12 tm-fr-all-v2.0_tp60_fr|0.021 tm-fr-all-v2.0_tp79_fr|0.021 tm-fr-all-v2.0_tp90_fr|0.021 ;ad;1868
courriergdl-1868-02-11-a-i0024;OpenPublic;local-elgu-Y10ZFslw;"M Ie LORANG, sftKe-fcMinic, rue de Genistre, TS' 2, à Luxembourg, prend des pensionnaires. On trouvera dans son établissement les soins les mieux entendus et la plus parfaite discrétion. 489» LA MAISON J. Thomas-Sidot Mie MEWA (Moselle}, a lhonneur d'informer les pères, les mères de famille, les tuteurs, les tutrices, que depuis un certain temps, elle a ouvert una Pension DE DEMOISELLES FRANÇAISES ET ALLEMANDES qui désirent se former au repassage, à la lingerie, à la couture des robes et des confections, à la coupe et au montage, souvent négligés et cependant si nécessaires; au raccommodage inaperçu sur toutes sor tes de tissus, sur dentelles: tous ouvrages, mis au choix, du reste, qu'une ménagère bien élevée doit savoir, ne semit-ce que pour diriger. Ne sont pas oubliés, comme secondai res, les tricots, tout ce qui se fait au crochet et sur canevas, les divers genres de filets, h s broderies. Pour se faire recevoir, écrire le plus tôt possible à la Directrice, rue de VÊpaisse- Muraille, 1. La rentrée aura lieu au 8 octobre. Un ecclésiastique donne à l'établissement des instructions religieuses. Tons les jours, les élèves reçoivent des leçons .l'écriture, de calcul appliqué, de français, de littérature usuelle, de tenue de livres , de maintien et d'autres choses utiles el agréables. Rien de ce qui concerne le ménage n'est négligé: notamment notions de cuisine, service de la table, idées et opérations d'ordre, d'économie. Par précaution hygiénique, en temps convenable, les élèves, conduites par des personnes graves, se rendent dan-, un jardin situé extramuros. Un médecin est attaché à la maison. Partout, même aux dortoirs,unesurveillance maternelle est rigoureusement exercée. De plus, si les parents le demandent, les pensionnaires restent au magasin de vente tour à tour et certaines heures. Comme on le voit, notre enseignement, dégagé de futilités, à-dire, purement pratique, tend à former de bonnes maîtresses de ménage. 11 n'est pris que 250 francs par année : cependant ce prix est changé en un autre relativement peu élevé, si les élèves veulent étudier le piano, le dessin, la peinture, etc. * 59 * Q6F"" Kea «le chaussée à louer maison Yaqiiet-P unch. *» 0 3 AVÎS. BALS DE CARNAVAL. Pour éviter divers inconvénients, le comité a décidé de ne pas délivrer de cartes à l'entrée et prie par conséquent les amateurs de souscrire la liste avan<Je 10 février. L'entrée sera donc tout bonnement refusée à toutes 'es personnes non munies de cartes de famille ou d'invitations. ici a JLe Comité. ";BNL;LU;1868-02-11T00:00:00Z;Y;True;False;courriergdl-1868-02-11-a;fr;Luxembourg|BALS;1;;courriergdl;na;na;4;na;;na;0.0;411;Publicité 3 Page 4;tm-fr-all-v2.0_tp07_fr|0.025 tm-fr-all-v2.0_tp09_fr|0.047 tm-fr-all-v2.0_tp22_fr|0.052 tm-fr-all-v2.0_tp35_fr|0.023 tm-fr-all-v2.0_tp54_fr|0.021 tm-fr-all-v2.0_tp79_fr|0.033 tm-fr-all-v2.0_tp80_fr|0.062 tm-fr-all-v2.0_tp82_fr|0.31 tm-fr-all-v2.0_tp99_fr|0.091 ;ad;1868
courriergdl-1868-02-12-a-i0022;OpenPublic;local-elgu-Y10ZFslw;"23cbeulcnbe Saaitnucrfteigerung $u 2ln»\.-...imrft, i 111 ÜM e r f d) e r Santon, roegen ÏUifgebung be« ©efdjafteS. Stm Si en fin g, ben 18. fttüniar unb ain folgen« ben Sage, jcbeênial 1111t 9 Uf)i SWorgeii«, fofl §err UOUVY ©oljn, in feiner SS.'fjmtiig _u ünfenifiurg, feine fänimitid)eiifi.trg< unb (Meu 2Baamt, al« : fuv'je SSaaren je&e'r Art, (Stoffe nni> Oetoebe in Seinen, Siîolle nnb SjaULniMe, glaiietic, .ïïîolton, ©ro8-@nii8, Snlicot, SKeitno« , <?aminet, Orleans, {piqué, Sllpafa, -ßniueKc , -Parinata , guttettud), Satjttte , Settjcug, êdjnlcS, ÇaiS'i'tdjer, ïafdjentiidjer , gifdntS, «Banbeit aller 5ht, ïnects unb fo inciter, auf Sorg »crftägcvii laffen. Shtifet miter Sgianïcu uiciben baar Bejaht. SWcrfdj, am 6. gebcitar 1808. 49G0 BESCIIEMONT, SHolar. VENTE NJBLIQUE DE MEUBLES (canton d'Echternach). M. Clément Beving, propriétaire à Steinheim, vendra publiquement, par le ministère du notaire soussigné, le LUNDI, 17 février 1868, à 9 heures du matin, (et le cas échéant le lendemain 20 février) : G chevaux, 20 bêtes à cornes, 4 truies, 20 porcs, 80 hectolitres de froment et méteil, — 100 hectolitres d'avoine, Une grande quantité de betteraves et ; ommes de terre, Environ G foudres de vin, Deux voitures, dont l'une fermée, Chariots, charrettes, tomberaux, charrues, herses, rouleaux, pelies, bêches, etc., Tonneaux. Harnais et instruments aratoires de toutes sortes, Des tables, chaises, fourneaux et autres meubles meublants, etc , etc. La vente aura lieu à Steinheim, en la maison du vendeur. A crédit. 19.1g Eug, RAUSCH, notaire. $lié>t $u überfeinen* 3>t'c tïinftlitbc J-Bhimenfafmf ttoit A. Seiler tSs 0.1111». in .£ebm£ in «adDfen empfiehlt alle Sorten SSlumen tt)vcr S$ilïi<|fctt u>c$en be= fanbevê fur $l<\entcn obev SSliimetu i>a»&hut_-je». reell. *«« AVIS. BAL8 DE CARNAVAL, Pour éviter divers inconvénients, le comité a décidé de ne pas délivrer de cartes à l'entrée et prie par conséquent les amateurs de souscrire la liste avant/e 10 février. L'entrée sera donc tout bonnement refuséu à toutes les personnes non munies de cartes de famille ou d'invitations. 4919 Mje Comité, ";BNL;LU;1868-02-12T00:00:00Z;Y;True;False;courriergdl-1868-02-12-a;fr;Orleans|Steinheim|Steinheim;1;;courriergdl;na;na;4;na;M. Clément Beving|A. Seiler;na;0.0;321;Publicité 2 Page 4;tm-fr-all-v2.0_tp21_fr|0.073 tm-fr-all-v2.0_tp35_fr|0.129 tm-fr-all-v2.0_tp40_fr|0.185 tm-fr-all-v2.0_tp58_fr|0.073 tm-fr-all-v2.0_tp90_fr|0.035 tm-fr-all-v2.0_tp91_fr|0.243 ;ad;1868
courriergdl-1868-02-13-a-i0021;OpenPublic;local-elgu-Y10ZFslw;"APPAREILS CONTINUS POUR LA FABRICATIONS _ BOISSONS BAZEUSES construits par Hermann-Laehapelle et Ch. Glover lit, faubourg Poissonnière, Paris. Eeau de Seltz et toutes les eaux minérales e médicinales, connues et prescrites. Limonade, Soda et toutes les boissons sucrées, aromatisées et alcooliques. Vins mousseux. Conserveries bières, les améliorer et les rendre mousseuses. Ces appareils sont les seuls qui satisfassent à toutes les prescriptions des conseils d'hygiène et de salubrité. Les seuls qui répondent aux besoins d'une exploitation industrielle. Les personnes qui ont l'intention de s'occuper de cette lu rative industrie doivent se procurer le Manuel du fabricant des Boissons gazeuses, magnifique volume, orné de 80 planches, publia par les constructeurs.—Adressé franco contre 5 — (Envoi franco du Prospectus détaillé.) Agent à Francfort-s.-M., M. II. Flegenheimer, Z«il 29. ' AVIS. BALS DE CARNAVAL. Pour éviter divers inconvénients, le comité a décidé do ne pas délivrer de cartes à l'entrée et prie par conséquent les amateurs de souscrire la liste avant l'e 10 février. L'entrée sera donc tout bonnement refusée à toutes les personnes non munies de cartes de famille ou d'invitations. «i» JLe Comité, lijflft I ,err0f I lie t ? sa ~ chant parler le français est à vendre. S'adresser au bureau du journal 4935 MALTERIE. A. SEE et G. JOURDAIN, fia, rue du pont des morts à METZ, fûts à pression de 60 litres, à 7 frs.; de 120 litres à 10 frs., pris à Metz. asss ";BNL;LU;1868-02-13T00:00:00Z;Y;True;False;courriergdl-1868-02-13-a;fr;Paris|BALS|METZ|Metz;1;;courriergdl;na;na;4;na;M. II|A. SEE|G. JOURDAIN;na;0.0;237;Publicité 2 Page 4;tm-fr-all-v2.0_tp13_fr|0.029 tm-fr-all-v2.0_tp21_fr|0.158 tm-fr-all-v2.0_tp26_fr|0.033 tm-fr-all-v2.0_tp31_fr|0.022 tm-fr-all-v2.0_tp35_fr|0.022 tm-fr-all-v2.0_tp56_fr|0.026 tm-fr-all-v2.0_tp67_fr|0.047 tm-fr-all-v2.0_tp80_fr|0.092 tm-fr-all-v2.0_tp82_fr|0.147 tm-fr-all-v2.0_tp90_fr|0.026 tm-fr-all-v2.0_tp93_fr|0.022 ;ad;1868
courriergdl-1868-02-14-a-i0022;OpenPublic;local-elgu-Y10ZFslw;"Itnta.vfal ig»mtb ?i äl)iimfd)i«cn, oud) mit Zugbetrieb (Sffiillcor & é @ib6« «Sçfteme), à 75, 105 u. 125 gr$., bei Muller-Blum, guremburg. Ialterie. A. SEE et G. JOURDAIN, 22, rue du pont des morts à METZ, fûts à pression de 80 litres, à 7 frs.; de 120 litres à 10 frs., pris à Metz. 4898 AVIS. BALS DE CARNAVAL Pour éviter divers inconvénients, le comité â décidé de ne pas délivrer de cartes à l'entrée et prie par conséquent les amateurs de souscrire la liste avant/e 10 février. L'entrée sera donc tout bonnement refusée à toutes les personnes non munies de cartes de famille ou d'invitations. 49i9 JLe Comité. ";BNL;LU;1868-02-14T00:00:00Z;Y;True;False;courriergdl-1868-02-14-a;fr;METZ|Metz|BALS;1;;courriergdl;na;na;4;na;A. SEE|G. JOURDAIN;na;0.0;108;Publicité 4 Page 4;tm-fr-all-v2.0_tp03_fr|0.036 tm-fr-all-v2.0_tp21_fr|0.219 tm-fr-all-v2.0_tp31_fr|0.042 tm-fr-all-v2.0_tp35_fr|0.081 tm-fr-all-v2.0_tp45_fr|0.023 tm-fr-all-v2.0_tp52_fr|0.029 tm-fr-all-v2.0_tp54_fr|0.036 tm-fr-all-v2.0_tp70_fr|0.023 tm-fr-all-v2.0_tp79_fr|0.029 tm-fr-all-v2.0_tp88_fr|0.023 tm-fr-all-v2.0_tp90_fr|0.036 ;ad;1868
courriergdl-1868-12-06-a-i0020;OpenPublic;local-elgu-Y10ZFslw;t GRANDS Rais île Carnaval donnés dans la salle Hastert, les S et Ü feVilVr |HO<-liufn. iJl AU PROFIT DU BUREAU DE BIENFAISANCE, La liste de souscription pour ces deux bals est confiée aux soins du commissionnaire FRITZ, et sera mise immédiatement en circulation. L e pris de souscription est de 3 Iv. par personne Les personnes, qui par oubli ne figurent pas sur la liste, sont priées de faire leurs réclamations au dit commissionnaire. ______ UE COiïBITÉ. N. B. L'entré sera strieteiuc>iit refusée aux personnes, à qui la liste n'aura pas été présumée et qui malgré leurs réclamation., au Comité n'auraient pas obtenu de Cartes. 730 SALLE DU CERCLE. ;BNL;LU;1868-12-06T00:00:00Z;Y;True;False;courriergdl-1868-12-06-a;fr;;1;;courriergdl;na;na;4;na;;na;0.0;110;Publicité 3 Page 4;tm-fr-all-v2.0_tp02_fr|0.271 tm-fr-all-v2.0_tp12_fr|0.029 tm-fr-all-v2.0_tp39_fr|0.16 tm-fr-all-v2.0_tp54_fr|0.101 tm-fr-all-v2.0_tp82_fr|0.042 tm-fr-all-v2.0_tp90_fr|0.023 ;ad;1868
deletz1893-1893-01-01-a-i0021;Closed;local-elgu-Y10ZFslw;[redacted];BNL;LU;1893-01-01T00:00:00Z;N;True;False;deletz1893-1893-01-01-a;fr;Luxembourg|Paris|Luxembourg;1;;deletz1893;na;Satirical;8;na;;na;0.0;197;Publicité 3 Page 8;tm-fr-all-v2.0_tp09_fr|0.252 tm-fr-all-v2.0_tp13_fr|0.075 tm-fr-all-v2.0_tp22_fr|0.047 tm-fr-all-v2.0_tp24_fr|0.025 tm-fr-all-v2.0_tp43_fr|0.025 tm-fr-all-v2.0_tp49_fr|0.152 tm-fr-all-v2.0_tp52_fr|0.036 tm-fr-all-v2.0_tp91_fr|0.058 ;ad;1893
deletz1893-1893-01-08-a-i0022;Closed;local-elgu-Y10ZFslw;[redacted];BNL;LU;1893-01-08T00:00:00Z;N;True;False;deletz1893-1893-01-08-a;fr;Luxembourg|Luxembourg|Nuremberg|Luxembourg|Paris|Luxembourg;1;;deletz1893;na;Satirical;6;na;Paul Reissmann;na;0.0;226;Publicité 4 Page 6;tm-fr-all-v2.0_tp13_fr|0.063 tm-fr-all-v2.0_tp22_fr|0.435 tm-fr-all-v2.0_tp24_fr|0.029 tm-fr-all-v2.0_tp43_fr|0.113 tm-fr-all-v2.0_tp49_fr|0.025 tm-fr-all-v2.0_tp52_fr|0.048 tm-fr-all-v2.0_tp91_fr|0.021 ;ad;1893
deletz1893-1893-01-15-a-i0019;Closed;local-elgu-Y10ZFslw;[redacted];BNL;LU;1893-01-15T00:00:00Z;N;True;False;deletz1893-1893-01-15-a;fr;Luxembourg|Paris|Luxembourg|Luxembourg|Nuremberg|Sarreguemines|Luxembourg;1;;deletz1893;na;Satirical;4;na;Tony Jentgen-de|Paul Reissmann|Emile BACKES;na;0.0;321;Publicité 1 Page 4;tm-fr-all-v2.0_tp13_fr|0.022 tm-fr-all-v2.0_tp22_fr|0.395 tm-fr-all-v2.0_tp43_fr|0.14 tm-fr-all-v2.0_tp49_fr|0.103 tm-fr-all-v2.0_tp52_fr|0.059 tm-fr-all-v2.0_tp58_fr|0.049 tm-fr-all-v2.0_tp91_fr|0.022 ;ad;1893
deletz1893-1893-01-22-a-i0027;Closed;local-elgu-Y10ZFslw;[redacted];BNL;LU;1893-01-22T00:00:00Z;N;True;False;deletz1893-1893-01-22-a;de;Luxembourg|Paris|Luxembourg;1;;deletz1893;na;Satirical;5;na;Tony Jentgeii-de;na;0.0;379;Publicité 1 Page 5;tm-de-all-v2.0_tp69_de|0.246 tm-de-all-v2.0_tp91_de|0.029 tm-de-all-v2.0_tp96_de|0.431 ;ad;1893
deletz1893-1893-01-29-a-i0027;Closed;local-elgu-Y10ZFslw;[redacted];BNL;LU;1893-01-29T00:00:00Z;N;True;False;deletz1893-1893-01-29-a;fr;Luxembourg|Paris|Luxembourg;1;;deletz1893;na;Satirical;5;na;Tony Jentgen-de;na;0.0;235;Publicité 1 Page 5;tm-fr-all-v2.0_tp09_fr|0.034 tm-fr-all-v2.0_tp13_fr|0.289 tm-fr-all-v2.0_tp22_fr|0.169 tm-fr-all-v2.0_tp43_fr|0.048 tm-fr-all-v2.0_tp49_fr|0.122 tm-fr-all-v2.0_tp52_fr|0.048 tm-fr-all-v2.0_tp91_fr|0.025 ;ad;1893
deletz1893-1893-03-04-a-i0029;Closed;local-elgu-Y10ZFslw;[redacted];BNL;LU;1893-03-04T00:00:00Z;N;True;False;deletz1893-1893-03-04-a;fr;Luxembourg|Paris|Luxembourg;1;;deletz1893;na;Satirical;6;na;J. SCHARFF;na;0.0;367;Publicité 3 Page 6;tm-fr-all-v2.0_tp09_fr|0.256 tm-fr-all-v2.0_tp13_fr|0.103 tm-fr-all-v2.0_tp24_fr|0.061 tm-fr-all-v2.0_tp49_fr|0.135 tm-fr-all-v2.0_tp52_fr|0.061 tm-fr-all-v2.0_tp91_fr|0.05 ;ad;1893
